Input Seq 1,2022 NAICS Code,2022 NAICS Title,Related SIC Code,Related SIC Code Description,Change to 2017 Code,2017 NAICS Code,2017 NAICS Code
2118,621310,Offices of Chiropractors ,8041,Offices and Clinics of Chiropractors,No Change,621310,Offices of Chiropractors 
2119,621320,Offices of Optometrists,8042,Offices and Clinics of Optometrists,No Change,621320,Offices of Optometrists
2120,621330,Offices of Mental Health Practitioners (except Physicians) ,8049,Offices of Health Practitioner,No Change,621330,Offices of Mental Health Practitioners (except Physicians) 
2121,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",8049,Offices of Health Practitioner,No Change,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
2122,621391,Offices of Podiatrists ,8043,Offices and Clinics of Podiatrists,No Change,621391,Offices of Podiatrists 
2123,621399,Offices of All Other Miscellaneous Health Practitioners ,8049,Offices of Health Practitioner,No Change,621399,Offices of All Other Miscellaneous Health Practitioners 
2124,621399,Offices of All Other Miscellaneous Health Practitioners ,8093,"Specialty Outpatient Clinics, Nec",No Change,621399,Offices of All Other Miscellaneous Health Practitioners 
2125,621410,Family Planning Centers ,8093,"Specialty Outpatient Clinics, Nec",No Change,621410,Family Planning Centers 
2126,621410,Family Planning Centers ,8099,"Health and Allied Services, Nec",No Change,621410,Family Planning Centers 
2127,621420,Outpatient Mental Health and Substance Abuse Centers ,8093,"Specialty Outpatient Clinics, Nec",No Change,621420,Outpatient Mental Health and Substance Abuse Centers 
2128,621491,HMO Medical Centers ,8011,Offices and Clinics of Medical Doctors,No Change,621491,HMO Medical Centers 
2129,621492,Kidney Dialysis Centers ,8092,Kidney Dialysis Centers,No Change,621492,Kidney Dialysis Centers 
2130,621493,Freestanding Ambulatory Surgical and Emergency Centers ,8011,Offices and Clinics of Medical Doctors,No Change,621493,Freestanding Ambulatory Surgical and Emergency Centers 
2131,621498,All Other Outpatient Care Centers ,8093,"Specialty Outpatient Clinics, Nec",No Change,621498,All Other Outpatient Care Centers 
2132,621511,Medical Laboratories ,8071,Medical Laboratories,No Change,621511,Medical Laboratories 
2133,621512,Diagnostic Imaging Centers ,8071,Medical Laboratories,No Change,621512,Diagnostic Imaging Centers 
2134,621610,Home Health Care Services,8082,Home Health Care Services,No Change,621610,Home Health Care Services
2135,621910,Ambulance Services ,4119,"Local Passenger Transportation, Nec",No Change,621910,Ambulance Services 
2136,621910,Ambulance Services ,4522,"Air Transportation, Nonscheduled",No Change,621910,Ambulance Services 
2137,621991,Blood and Organ Banks ,8099,"Health and Allied Services, Nec",No Change,621991,Blood and Organ Banks 
2138,621999,All Other Miscellaneous Ambulatory Health Care Services ,8099,"Health and Allied Services, Nec",No Change,621999,All Other Miscellaneous Ambulatory Health Care Services 
2139,622110,General Medical and Surgical Hospitals ,8062,General Medical and Surgical Hospitals,No Change,622110,General Medical and Surgical Hospitals 
2140,622110,General Medical and Surgical Hospitals ,8069,"Specialty Hospitals, Except Psychiatric",No Change,622110,General Medical and Surgical Hospitals 
2141,622210,Psychiatric and Substance Abuse Hospitals ,8063,Psychiatric Hospitals,No Change,622210,Psychiatric and Substance Abuse Hospitals 
2142,622210,Psychiatric and Substance Abuse Hospitals ,8069,"Specialty Hospitals, Except Psychiatric",No Change,622210,Psychiatric and Substance Abuse Hospitals 
2143,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,8069,"Specialty Hospitals, Except Psychiatric",No Change,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals 
2144,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,8051,Skilled Nursing Care Facilities,No Change,623110,Nursing Care Facilities (Skilled Nursing Facilities) 
2145,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,8052,Intermediate Care Facilities,No Change,623110,Nursing Care Facilities (Skilled Nursing Facilities) 
2146,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,8059,"Nursing and Personal Care, Nec",No Change,623110,Nursing Care Facilities (Skilled Nursing Facilities) 
2147,623210,Residential Intellectual and Developmental Disability Facilities ,8051,Skilled Nursing Care Facilities,No Change,623210,Residential Intellectual and Developmental Disability Facilities 
2148,623210,Residential Intellectual and Developmental Disability Facilities ,8052,Intermediate Care Facilities,No Change,623210,Residential Intellectual and Developmental Disability Facilities 
2149,623210,Residential Intellectual and Developmental Disability Facilities ,8059,"Nursing and Personal Care, Nec",No Change,623210,Residential Intellectual and Developmental Disability Facilities 
2150,623210,Residential Intellectual and Developmental Disability Facilities ,8361,Residential Care,No Change,623210,Residential Intellectual and Developmental Disability Facilities 
2151,623220,Residential Mental Health and Substance Abuse Facilities ,8361,Residential Care,No Change,623220,Residential Mental Health and Substance Abuse Facilities 
2152,623311,Continuing Care Retirement Communities ,8051,Skilled Nursing Care Facilities,No Change,623311,Continuing Care Retirement Communities 
2153,623311,Continuing Care Retirement Communities ,8052,Intermediate Care Facilities,No Change,623311,Continuing Care Retirement Communities 
2154,623311,Continuing Care Retirement Communities ,8059,"Nursing and Personal Care, Nec",No Change,623311,Continuing Care Retirement Communities 
2155,623312,Assisted Living Facilities for the Elderly ,8361,Residential Care,No Change,623312,Assisted Living Facilities for the Elderly 
2156,623990,Other Residential Care Facilities ,8361,Residential Care,No Change,623990,Other Residential Care Facilities 
2157,624110,Child and Youth Services ,8322,Individual and Family Services,No Change,624110,Child and Youth Services 
2158,624120,Services for the Elderly and Persons with Disabilities ,8322,Individual and Family Services,No Change,624120,Services for the Elderly and Persons with Disabilities 
2159,624190,Other Individual and Family Services ,8322,Individual and Family Services,No Change,624190,Other Individual and Family Services 
2160,624210,Community Food Services ,8322,Individual and Family Services,No Change,624210,Community Food Services 
2161,624221,Temporary Shelters ,8322,Individual and Family Services,No Change,624221,Temporary Shelters 
2162,624229,Other Community Housing Services ,8322,Individual and Family Services,No Change,624229,Other Community Housing Services 
2163,624230,Emergency and Other Relief Services ,8322,Individual and Family Services,No Change,624230,Emergency and Other Relief Services 
2164,624310,Vocational Rehabilitation Services ,8331,Job Training and Related Services,No Change,624310,Vocational Rehabilitation Services 
2165,624410,Child Care Services ,8351,Child Day Care Services,"Same Code, new title",624410,Child Day Care Services 
2166,711110,Theater Companies and Dinner Theaters ,5812,Eating Places,No Change,711110,Theater Companies and Dinner Theaters 
2167,711110,Theater Companies and Dinner Theaters ,7922,Theatrical Producers and Services,No Change,711110,Theater Companies and Dinner Theaters 
2168,711120,Dance Companies ,7922,Theatrical Producers and Services,No Change,711120,Dance Companies 
2169,711130,Musical Groups and Artists ,7929,Entertainers and Entertainment Groups,No Change,711130,Musical Groups and Artists 
2170,711190,Other Performing Arts Companies ,7929,Entertainers and Entertainment Groups,No Change,711190,Other Performing Arts Companies 
2171,711190,Other Performing Arts Companies ,7999,"Amusement and Recreation, Nec",No Change,711190,Other Performing Arts Companies 
2172,711211,Sports Teams and Clubs ,7941,"Sports Clubs, Managers, and Promoters",No Change,711211,Sports Teams and Clubs 
2173,711212,Racetracks ,7948,"Racing, Including Track Operation",No Change,711212,Racetracks 
2174,711219,Other Spectator Sports ,7948,"Racing, Including Track Operation",No Change,711219,Other Spectator Sports 
2175,711219,Other Spectator Sports ,7999,"Amusement and Recreation, Nec",No Change,711219,Other Spectator Sports 
2176,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",6512,Nonresidential Building Operators,No Change,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities "
2177,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7389,"Business Services, Nec",No Change,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities "
2178,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7922,Theatrical Producers and Services,No Change,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities "
2179,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7941,"Sports Clubs, Managers, and Promoters",No Change,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities "
2180,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7999,"Amusement and Recreation, Nec",No Change,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities "
2181,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7389,"Business Services, Nec",No Change,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities "
2182,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7922,Theatrical Producers and Services,No Change,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities "
2183,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7941,"Sports Clubs, Managers, and Promoters",No Change,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities "
2184,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7999,"Amusement and Recreation, Nec",No Change,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities "
2185,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7389,"Business Services, Nec",No Change,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
2186,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7922,Theatrical Producers and Services,No Change,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
2187,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7941,"Sports Clubs, Managers, and Promoters",No Change,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
